idno,stflife,gndr,cntry
14356,6,2,IT
14364,4,1,IT
14385,8,2,IT
14387,4,2,IT
14390,3,1,IT
14396,5,2,IT
14400,8,1,IT
14402,8,2,IT
14403,7,2,IT
14414,7,2,IT
14433,7,1,IT
14444,7,2,IT
14445,5,1,IT
14452,7,1,IT
14462,7,1,IT
14468,8,1,IT
14475,8,1,IT
14481,7,1,IT
14487,7,1,IT
14504,10,1,IT
14518,5,2,IT
14522,7,2,IT
14524,8,1,IT
14531,5,1,IT
14539,5,2,IT
14543,6,1,IT
14552,10,1,IT
14559,6,2,IT
14578,10,2,IT
14594,8,2,IT
14597,6,2,IT
14599,9,2,IT
14603,8,1,IT
14605,6,2,IT
14606,7,2,IT
14612,6,2,IT
14625,7,2,IT
14632,10,1,IT
14639,3,1,IT
14663,3,2,IT
14668,7,1,IT
14670,10,2,IT
14686,6,1,IT
14689,6,2,IT
14692,8,2,IT
14697,7,2,IT
14711,NA,1,IT
14712,7,1,IT
14722,9,1,IT
14727,6,2,IT
14728,10,2,IT
14729,10,2,IT
14738,6,2,IT
14748,9,2,IT
14749,NA,1,IT
14760,7,1,IT
14772,2,2,IT
14775,7,1,IT
14785,4,1,IT
14803,5,1,IT
14805,8,2,IT
14806,7,2,IT
14810,2,2,IT
14811,7,2,IT
14815,8,2,IT
14820,8,2,IT
14822,8,2,IT
14824,10,1,IT
14829,6,1,IT
14834,8,2,IT
14838,9,1,IT
14841,6,2,IT
14844,8,1,IT
14854,8,1,IT
14855,6,1,IT
14867,6,1,IT
14877,7,2,IT
14893,8,2,IT
14896,NA,2,IT
14909,4,1,IT
14914,5,1,IT
14915,10,1,IT
14940,7,2,IT
14957,7,2,IT
14960,6,1,IT
14961,8,1,IT
14967,10,1,IT
14971,7,2,IT
14974,0,2,IT
14985,8,1,IT
14995,3,2,IT
14996,4,2,IT
15015,NA,2,IT
15020,9,1,IT
15025,7,1,IT
15029,6,2,IT
15031,6,1,IT
15034,8,2,IT
15044,8,2,IT
15049,NA,1,IT
15053,8,1,IT
15063,7,1,IT
15082,9,2,IT
15086,1,2,IT
15087,5,1,IT
15089,4,1,IT
15092,4,1,IT
15106,NA,1,IT
15108,6,1,IT
15109,10,2,IT
15110,7,2,IT
15115,8,2,IT
15116,7,2,IT
15123,7,2,IT
15129,9,1,IT
15151,8,2,IT
15152,7,2,IT
15156,7,1,IT
15163,7,2,IT
15166,8,1,IT
15177,7,1,IT
15189,7,2,IT
15202,NA,1,IT
15206,6,2,IT
15208,8,1,IT
15215,7,2,IT
15218,8,1,IT
15225,0,1,IT
15227,7,1,IT
15232,NA,2,IT
15235,8,1,IT
15249,5,1,IT
15250,8,1,IT
15252,NA,2,IT
15255,7,1,IT
15257,7,1,IT
15258,6,1,IT
15272,5,2,IT
15273,6,2,IT
15296,6,1,IT
15304,7,1,IT
15315,NA,2,IT
15326,4,2,IT
15329,7,1,IT
15333,5,2,IT
15335,8,1,IT
15355,0,1,IT
15357,6,1,IT
15358,8,2,IT
15359,8,1,IT
15362,7,1,IT
15381,3,2,IT
15383,7,2,IT
15387,8,1,IT
15389,8,2,IT
15391,7,1,IT
15393,7,2,IT
15403,8,1,IT
15411,8,1,IT
15419,8,1,IT
15423,9,2,IT
15424,6,1,IT
15433,10,2,IT
15437,9,2,IT
15443,2,2,IT
15444,6,1,IT
15447,10,2,IT
15452,5,2,IT
15458,8,1,IT
15459,8,2,IT
15460,4,1,IT
15466,8,2,IT
15472,7,1,IT
15474,8,1,IT
15476,8,2,IT
15479,5,2,IT
15487,9,2,IT
15493,7,2,IT
15495,6,2,IT
15501,8,1,IT
15502,7,2,IT
15508,8,1,IT
15518,NA,2,IT
15525,9,1,IT
15526,3,1,IT
15534,6,2,IT
15536,7,1,IT
15539,6,1,IT
15542,8,1,IT
15548,7,2,IT
15550,10,2,IT
15552,8,1,IT
15565,7,2,IT
15580,NA,2,IT
15588,10,1,IT
15592,10,2,IT
15614,8,2,IT
15618,4,2,IT
15619,5,2,IT
15623,3,2,IT
15633,8,2,IT
15634,5,2,IT
15645,7,2,IT
15646,10,2,IT
15657,7,2,IT
15660,0,2,IT
15667,9,1,IT
15688,NA,2,IT
15706,6,2,IT
15710,7,2,IT
15719,6,2,IT
15720,7,1,IT
15723,5,2,IT
15726,8,2,IT
15727,8,2,IT
15733,7,1,IT
15783,7,1,IT
15814,10,1,IT
15818,7,2,IT
15824,7,2,IT
15828,5,1,IT
15842,10,1,IT
15846,8,2,IT
15850,8,2,IT
15856,3,2,IT
15860,3,2,IT
15861,7,2,IT
15867,8,1,IT
15868,5,2,IT
15891,7,1,IT
15902,8,1,IT
15914,0,2,IT
15927,7,2,IT
15934,8,2,IT
15958,6,1,IT
15970,10,2,IT
15971,8,1,IT
15977,8,1,IT
15978,9,1,IT
15986,8,2,IT
15994,8,2,IT
16004,7,2,IT
16005,8,1,IT
16006,6,2,IT
16018,2,1,IT
16033,8,2,IT
16035,7,2,IT
16038,NA,1,IT
16040,NA,2,IT
16055,9,1,IT
16058,5,1,IT
16066,8,1,IT
16067,10,2,IT
16068,4,2,IT
16072,7,2,IT
16077,2,2,IT
16079,5,2,IT
16092,7,1,IT
16097,8,2,IT
16116,8,2,IT
16122,7,1,IT
16132,7,2,IT
16133,8,1,IT
16139,8,1,IT
16150,8,2,IT
16152,8,2,IT
16156,8,2,IT
16198,5,2,IT
16209,6,2,IT
16226,8,1,IT
16234,6,1,IT
16242,8,2,IT
16251,7,2,IT
16255,8,2,IT
16258,7,2,IT
16267,5,1,IT
16273,8,2,IT
16278,8,2,IT
16290,10,1,IT
16298,8,1,IT
16301,8,2,IT
16310,NA,1,IT
16321,7,1,IT
16322,7,2,IT
16331,9,2,IT
16333,7,2,IT
16336,4,1,IT
16340,7,1,IT
16346,7,1,IT
16359,10,2,IT
16377,5,2,IT
16380,7,1,IT
16382,10,2,IT
16387,8,2,IT
16400,8,1,IT
16401,5,1,IT
16406,5,2,IT
16415,5,2,IT
16418,NA,1,IT
16426,6,1,IT
16428,6,1,IT
16436,8,1,IT
16440,7,1,IT
16442,4,2,IT
16450,7,1,IT
16451,3,1,IT
16454,8,2,IT
16458,10,1,IT
16461,7,1,IT
16464,5,1,IT
16466,5,1,IT
16470,6,1,IT
16477,8,1,IT
16485,7,2,IT
16487,8,1,IT
16495,9,2,IT
16504,4,2,IT
16513,4,1,IT
16516,9,2,IT
16525,6,1,IT
16535,8,2,IT
16537,NA,2,IT
16548,5,2,IT
16555,8,2,IT
16557,7,2,IT
16560,8,2,IT
16579,6,1,IT
16584,NA,2,IT
16585,7,2,IT
16591,8,2,IT
16603,8,1,IT
16619,7,1,IT
16623,8,2,IT
16642,7,2,IT
16646,7,2,IT
16647,9,2,IT
16650,6,1,IT
16658,9,1,IT
16659,7,1,IT
16665,7,1,IT
16669,10,2,IT
16674,7,2,IT
16676,7,2,IT
16677,8,2,IT
16683,7,1,IT
16684,6,2,IT
16686,9,2,IT
16687,7,2,IT
16690,8,1,IT
16691,4,1,IT
16703,1,2,IT
16712,7,1,IT
16717,6,2,IT
16718,2,1,IT
16719,9,2,IT
16723,5,1,IT
16736,10,1,IT
16739,NA,2,IT
16751,7,1,IT
16760,6,2,IT
16762,6,1,IT
16772,7,1,IT
16773,9,1,IT
16777,6,1,IT
16791,8,2,IT
16792,8,1,IT
16796,4,1,IT
16838,NA,1,IT
16844,7,2,IT
16851,7,2,IT
16858,5,2,IT
16859,8,1,IT
16874,9,2,IT
16875,6,2,IT
16878,0,2,IT
16882,8,2,IT
16884,8,2,IT
16885,10,2,IT
16897,NA,2,IT
16902,8,2,IT
16907,7,2,IT
16923,7,2,IT
16928,5,1,IT
16940,9,2,IT
16942,9,2,IT
16947,7,2,IT
16948,6,2,IT
16951,8,2,IT
16958,8,2,IT
16960,8,1,IT
17001,8,1,IT
17007,7,2,IT
17027,9,2,IT
17040,6,2,IT
17058,8,2,IT
17065,7,1,IT
17076,5,2,IT
17078,10,1,IT
17087,5,1,IT
17090,6,2,IT
17092,4,1,IT
17093,8,1,IT
17107,8,2,IT
17126,5,2,IT
17138,7,2,IT
17152,0,2,IT
17157,5,1,IT
17169,9,2,IT
17179,8,2,IT
17182,5,2,IT
17184,6,1,IT
17187,8,1,IT
17196,9,1,IT
17199,7,1,IT
17219,7,1,IT
17221,NA,2,IT
17223,10,2,IT
17226,5,2,IT
17231,6,2,IT
17235,6,2,IT
17241,6,1,IT
17243,8,1,IT
17245,7,2,IT
17259,6,1,IT
17269,9,1,IT
17270,6,2,IT
17274,8,1,IT
17275,10,1,IT
17280,3,2,IT
17281,6,2,IT
17282,6,1,IT
17284,8,1,IT
17288,8,1,IT
17290,7,2,IT
17293,NA,1,IT
17302,9,1,IT
17316,4,2,IT
17319,10,1,IT
17325,7,2,IT
17335,8,1,IT
17346,7,1,IT
17347,5,1,IT
17350,9,1,IT
17357,7,1,IT
17362,9,1,IT
17390,6,1,IT
17411,7,1,IT
17423,7,2,IT
17434,8,2,IT
17437,6,2,IT
17457,4,2,IT
17472,8,2,IT
17476,8,2,IT
17484,8,1,IT
17486,6,1,IT
17492,5,2,IT
17499,8,1,IT
17519,7,1,IT
17529,6,2,IT
17533,8,1,IT
17539,1,2,IT
17541,7,1,IT
17552,5,2,IT
17554,7,1,IT
17555,8,1,IT
17559,10,2,IT
17560,4,2,IT
17566,9,2,IT
17570,5,2,IT
17573,7,2,IT
17582,10,1,IT
17590,7,2,IT
17594,8,1,IT
17598,7,2,IT
17614,NA,1,IT
17616,3,1,IT
17631,7,2,IT
17632,3,1,IT
17635,8,1,IT
17640,8,2,IT
17653,6,2,IT
17677,6,2,IT
17679,9,1,IT
17686,7,2,IT
17691,10,2,IT
17702,7,2,IT
17705,8,1,IT
17716,9,1,IT
17717,7,1,IT
17720,8,1,IT
17738,9,2,IT
17757,8,1,IT
17762,7,1,IT
17770,8,2,IT
17779,9,1,IT
17781,NA,2,IT
17785,8,1,IT
17792,8,2,IT
17794,9,1,IT
17795,3,1,IT
17806,5,2,IT
17809,9,2,IT
17810,3,2,IT
17819,6,1,IT
17821,NA,2,IT
17828,7,1,IT
17833,7,1,IT
17839,10,2,IT
17840,6,2,IT
17848,4,2,IT
17851,7,2,IT
17854,NA,1,IT
17859,8,2,IT
17872,9,2,IT
17885,6,2,IT
17897,NA,2,IT
17904,7,1,IT
17909,7,2,IT
17911,6,2,IT
17913,8,2,IT
17914,8,1,IT
17923,9,1,IT
17924,8,1,IT
17928,9,1,IT
17931,9,2,IT
17937,10,1,IT
17938,7,1,IT
17950,9,1,IT
17951,7,2,IT
17962,8,1,IT
17968,8,2,IT
17974,9,2,IT
18002,5,1,IT
18009,8,1,IT
18011,8,2,IT
18026,9,2,IT
18027,5,1,IT
18032,7,2,IT
18036,9,2,IT
18052,6,1,IT
18055,3,1,IT
18057,7,2,IT
18059,6,2,IT
18060,6,1,IT
18063,7,1,IT
18068,10,2,IT
18079,7,1,IT
18082,6,1,IT
18087,7,1,IT
18090,7,1,IT
18091,6,2,IT
18099,4,2,IT
18101,7,1,IT
18102,8,2,IT
18109,7,2,IT
18118,8,2,IT
18121,7,2,IT
18141,6,2,IT
18151,10,1,IT
18157,10,2,IT
18158,7,2,IT
18171,8,1,IT
18190,8,1,IT
18194,6,1,IT
18217,8,1,IT
18219,5,2,IT
18225,8,1,IT
18228,3,1,IT
18231,10,2,IT
18232,8,1,IT
18237,6,1,IT
18243,8,1,IT
18245,8,1,IT
18248,10,2,IT
18253,9,1,IT
18255,8,1,IT
18257,7,2,IT
18273,7,2,IT
18274,8,1,IT
18278,7,1,IT
18290,5,1,IT
18291,10,1,IT
18292,7,2,IT
18298,8,1,IT
18319,6,2,IT
18335,9,2,IT
18337,7,1,IT
18342,5,1,IT
18347,6,2,IT
18359,7,2,IT
18362,9,2,IT
18368,6,1,IT
18370,8,2,IT
18371,5,1,IT
18377,10,1,IT
18380,8,2,IT
18381,9,2,IT
18387,5,1,IT
18388,7,2,IT
18389,7,2,IT
18394,6,2,IT
18396,10,2,IT
18399,8,1,IT
18402,4,2,IT
18403,NA,2,IT
18404,8,1,IT
18406,10,2,IT
18408,8,2,IT
18413,7,2,IT
18418,7,2,IT
18429,NA,1,IT
18430,NA,2,IT
18435,9,2,IT
18443,7,1,IT
18448,10,1,IT
18450,5,1,IT
18458,6,1,IT
18463,8,1,IT
18473,8,2,IT
18475,8,1,IT
18479,7,2,IT
18484,7,1,IT
18495,7,1,IT
18500,9,2,IT
18501,8,2,IT
18514,9,2,IT
18522,2,1,IT
18523,7,2,IT
18531,4,2,IT
18543,7,2,IT
18556,9,1,IT
18566,0,2,IT
18569,7,2,IT
18603,NA,2,IT
18606,10,1,IT
18619,5,2,IT
18624,8,2,IT
18627,8,2,IT
18635,10,1,IT
18642,9,1,IT
18646,1,1,IT
18660,9,2,IT
18663,8,1,IT
18673,6,1,IT
18674,4,1,IT
18687,9,1,IT
18694,7,2,IT
18704,8,1,IT
18707,8,2,IT
18721,7,2,IT
18723,6,2,IT
18724,8,2,IT
18730,6,1,IT
18731,8,1,IT
18732,6,2,IT
18734,8,2,IT
18739,9,2,IT
18748,7,1,IT
18767,8,2,IT
18788,8,1,IT
18789,5,1,IT
18794,3,2,IT
18815,7,2,IT
18818,6,1,IT
18824,6,2,IT
18832,8,1,IT
18835,8,2,IT
18844,8,1,IT
18851,7,1,IT
18863,6,1,IT
18877,9,1,IT
18879,8,1,IT
18907,7,2,IT
18909,3,1,IT
18913,10,2,IT
18921,7,1,IT
18926,7,2,IT
18935,8,2,IT
18938,7,1,IT
18940,7,2,IT
18943,9,1,IT
18964,5,2,IT
18971,5,1,IT
18973,6,2,IT
18977,8,2,IT
18979,8,1,IT
18984,6,2,IT
18999,8,1,IT
19005,8,2,IT
19007,8,1,IT
19018,1,1,IT
19022,NA,1,IT
19029,8,1,IT
19032,6,2,IT
19038,8,1,IT
19040,8,1,IT
19044,7,2,IT
19048,8,2,IT
19065,9,1,IT
19068,8,2,IT
19076,6,1,IT
19082,9,2,IT
19101,7,2,IT
19103,10,1,IT
19104,2,1,IT
19140,7,2,IT
19141,7,2,IT
19145,8,2,IT
19147,6,1,IT
19151,6,2,IT
19154,8,2,IT
19155,6,1,IT
19163,9,2,IT
19166,7,2,IT
19180,6,1,IT
19189,7,1,IT
19192,8,2,IT
19196,7,2,IT
19202,4,2,IT
19212,5,2,IT
19215,9,1,IT
19222,7,2,IT
19231,9,1,IT
19232,6,2,IT
19235,6,1,IT
19249,7,2,IT
19263,8,2,IT
19267,9,1,IT
19269,5,2,IT
19276,7,2,IT
19289,6,2,IT
19292,8,2,IT
19296,4,1,IT
19326,8,2,IT
19330,10,1,IT
19332,7,2,IT
19339,7,2,IT
19340,10,1,IT
19342,8,1,IT
19353,8,1,IT
19363,7,1,IT
19366,8,1,IT
19377,6,2,IT
19385,4,1,IT
19394,7,1,IT
19403,7,2,IT
19406,9,2,IT
19414,10,1,IT
19419,7,2,IT
19423,6,1,IT
19433,10,1,IT
19438,8,1,IT
19442,4,2,IT
19451,7,2,IT
19456,6,1,IT
19464,8,1,IT
19471,7,2,IT
19488,7,2,IT
19490,7,1,IT
19491,8,2,IT
19492,8,2,IT
19493,10,1,IT
19494,8,2,IT
19498,7,1,IT
19511,8,1,IT
19524,NA,2,IT
19530,3,2,IT
19533,10,1,IT
19542,7,1,IT
19545,7,1,IT
19555,10,1,IT
19561,9,1,IT
19580,NA,1,IT
19590,9,2,IT
19597,6,2,IT
19600,6,1,IT
19601,9,1,IT
19607,8,1,IT
19608,9,1,IT
19613,7,2,IT
19614,8,2,IT
19618,6,1,IT
19622,6,1,IT
19634,6,1,IT
19639,8,1,IT
19644,9,1,IT
19649,8,2,IT
19650,8,1,IT
19660,7,2,IT
19666,8,1,IT
19676,6,2,IT
19678,9,2,IT
19679,NA,2,IT
19682,10,1,IT
19689,10,1,IT
19699,5,1,IT
19705,10,1,IT
19711,7,1,IT
19719,8,2,IT
19720,10,2,IT
19722,6,2,IT
19726,8,2,IT
19738,7,2,IT
19746,7,2,IT
19761,8,1,IT
19764,9,2,IT
19766,6,1,IT
19770,8,2,IT
19781,9,1,IT
19782,10,2,IT
19790,5,1,IT
19795,9,1,IT
19796,7,1,IT
19797,5,2,IT
19798,4,1,IT
19800,6,2,IT
19814,6,1,IT
19824,7,1,IT
19832,7,1,IT
19838,9,2,IT
19850,7,2,IT
19874,9,1,IT
19875,7,1,IT
19879,5,2,IT
19881,3,2,IT
19884,5,2,IT
19888,8,2,IT
19893,7,1,IT
19896,8,2,IT
19901,8,1,IT
19903,NA,2,IT
19905,5,2,IT
19908,5,1,IT
19916,6,1,IT
19932,6,2,IT
19934,NA,1,IT
19939,7,1,IT
19950,7,2,IT
19960,6,2,IT
19961,6,1,IT
19962,4,2,IT
19970,9,2,IT
19978,7,1,IT
19980,5,2,IT
20001,3,1,IT
20015,9,2,IT
20046,9,2,IT
20056,5,2,IT
20074,8,2,IT
20082,6,2,IT
20084,8,1,IT
20088,6,1,IT
20089,6,2,IT
20090,8,1,IT
20106,7,1,IT
20113,8,2,IT
20124,6,1,IT
20147,6,1,IT
20154,4,2,IT
20162,5,1,IT
20174,8,2,IT
20175,8,2,IT
20177,8,1,IT
20178,7,1,IT
20181,NA,1,IT
20186,7,2,IT
20195,8,2,IT
20203,8,2,IT
20204,8,1,IT
20215,5,1,IT
20218,7,1,IT
20224,8,2,IT
20241,7,2,IT
20247,6,2,IT
20251,10,2,IT
20265,8,2,IT
20272,7,1,IT
20275,5,1,IT
20277,8,1,IT
20289,8,1,IT
20295,6,2,IT
20297,7,1,IT
20308,7,1,IT
20311,6,1,IT
20319,7,2,IT
20329,NA,1,IT
20336,4,1,IT
20342,6,1,IT
20362,10,1,IT
20365,10,2,IT
20367,8,1,IT
20374,8,1,IT
20377,6,2,IT
20383,0,2,IT
20388,7,2,IT
20394,8,1,IT
20396,2,1,IT
20402,8,1,IT
20412,5,1,IT
20431,5,2,IT
20440,9,1,IT
20456,9,2,IT
20469,8,1,IT
20484,7,1,IT
20487,6,1,IT
20493,5,2,IT
20498,5,2,IT
20504,10,1,IT
20508,6,2,IT
20517,10,2,IT
20525,6,2,IT
20529,7,2,IT
20535,8,1,IT
20536,8,2,IT
20560,8,1,IT
20565,7,1,IT
20569,6,2,IT
20572,7,2,IT
20581,8,1,IT
20591,8,1,IT
20595,7,1,IT
20605,8,1,IT
20618,7,1,IT
20630,8,1,IT
20651,8,1,IT
20655,7,2,IT
20661,8,1,IT
20667,8,1,IT
20670,8,2,IT
20678,7,1,IT
20686,9,2,IT
20691,3,1,IT
20696,10,2,IT
20712,10,1,IT
20717,1,2,IT
20719,9,1,IT
20721,9,1,IT
20729,6,2,IT
20734,10,2,IT
20737,8,2,IT
20745,7,1,IT
20765,6,1,IT
20767,8,2,IT
20770,7,2,IT
20771,7,2,IT
20783,8,1,IT
20785,7,2,IT
20786,NA,2,IT
20792,5,2,IT
20795,9,1,IT
20802,NA,1,IT
20808,7,2,IT
20809,5,1,IT
20816,8,1,IT
20826,8,2,IT
20828,9,2,IT
20840,8,1,IT
20848,10,2,IT
20858,9,2,IT
20859,7,1,IT
20861,10,2,IT
20890,10,1,IT
20920,7,2,IT
20921,4,2,IT
20931,6,1,IT
20940,8,1,IT
20943,8,1,IT
20959,4,1,IT
20962,9,2,IT
20964,8,1,IT
20970,6,2,IT
20974,9,1,IT
20976,6,1,IT
20979,4,1,IT
20986,NA,1,IT
21001,6,2,IT
21003,10,1,IT
21005,6,2,IT
21012,6,2,IT
21015,5,2,IT
21017,6,2,IT
21019,5,2,IT
21033,7,2,IT
21037,6,2,IT
21043,8,2,IT
21046,7,2,IT
21059,5,1,IT
21061,8,1,IT
21079,4,2,IT
21090,5,1,IT
21091,10,1,IT
21092,7,2,IT
21095,8,2,IT
21106,7,2,IT
21126,6,2,IT
21130,8,1,IT
21147,8,1,IT
21148,9,1,IT
21150,6,2,IT
21152,7,2,IT
21153,8,2,IT
21162,7,2,IT
21166,7,2,IT
21179,4,2,IT
21191,10,1,IT
21196,6,2,IT
21207,8,2,IT
21215,8,2,IT
21218,7,1,IT
21223,5,1,IT
21226,7,1,IT
21232,9,2,IT
21235,8,2,IT
21236,7,2,IT
21249,8,1,IT
21252,5,2,IT
21260,4,1,IT
21264,5,1,IT
21271,7,2,IT
21285,6,2,IT
21294,6,1,IT
21311,6,1,IT
21318,7,2,IT
21326,4,2,IT
21330,10,1,IT
21332,9,2,IT
21333,5,2,IT
21336,8,1,IT
21338,2,1,IT
21352,8,2,IT
21357,8,2,IT
21359,7,1,IT
21368,0,2,IT
21372,10,1,IT
21373,7,2,IT
21376,6,1,IT
21384,6,1,IT
21386,7,1,IT
21392,8,2,IT
21417,5,2,IT
21419,8,2,IT
21427,8,1,IT
21432,9,2,IT
21434,7,1,IT
21438,NA,1,IT
21443,7,2,IT
21456,NA,1,IT
21463,7,1,IT
21468,8,1,IT
21471,8,1,IT
21473,3,2,IT
21491,7,2,IT
21492,8,2,IT
21501,8,2,IT
21503,7,1,IT
21508,5,2,IT
21525,7,1,IT
21535,9,1,IT
21557,9,1,IT
21560,NA,2,IT
21564,9,1,IT
21569,NA,2,IT
21570,6,2,IT
21575,7,2,IT
21579,8,1,IT
21581,8,2,IT
21586,10,1,IT
21590,7,1,IT
21596,7,1,IT
21608,10,1,IT
21613,0,2,IT
21620,3,2,IT
21630,9,2,IT
21637,9,1,IT
21651,7,2,IT
21652,7,2,IT
21660,9,1,IT
21661,8,1,IT
21674,7,2,IT
21684,8,2,IT
21688,6,1,IT
21691,5,2,IT
21713,6,2,IT
21715,8,2,IT
21720,10,2,IT
21728,7,2,IT
21746,7,1,IT
21750,8,2,IT
21751,7,2,IT
21752,8,1,IT
21756,8,1,IT
21759,9,2,IT
21763,5,2,IT
21769,2,1,IT
21772,8,1,IT
21802,7,1,IT
21805,7,1,IT
21811,6,2,IT
21828,6,2,IT
21850,5,2,IT
21862,10,1,IT
21879,8,2,IT
21886,7,1,IT
21891,0,2,IT
21895,8,2,IT
21899,1,1,IT
21905,8,2,IT
21908,10,1,IT
21914,10,1,IT
21919,8,2,IT
21921,5,2,IT
21922,10,1,IT
21933,7,2,IT
21935,9,2,IT
21938,7,1,IT
21949,6,2,IT
21950,9,1,IT
21955,4,1,IT
21956,4,2,IT
21967,5,2,IT
21976,6,1,IT
21981,8,2,IT
21984,2,1,IT
21991,8,2,IT
22001,6,1,IT
22004,8,2,IT
22013,9,2,IT
22016,7,1,IT
22020,6,1,IT
22022,6,1,IT
22030,8,2,IT
22043,10,2,IT
22044,4,2,IT
22047,10,2,IT
22053,8,1,IT
22056,6,2,IT
22086,4,2,IT
22087,7,1,IT
22094,7,2,IT
22118,2,2,IT
22122,7,1,IT
22127,8,2,IT
22131,7,1,IT
22132,8,1,IT
22140,8,1,IT
22167,6,1,IT
22168,8,2,IT
22187,10,2,IT
22197,4,2,IT
22201,6,1,IT
22217,6,2,IT
22218,6,2,IT
22230,4,1,IT
22232,10,2,IT
22233,9,2,IT
22238,0,2,IT
22250,6,2,IT
22251,7,1,IT
22253,8,1,IT
22263,7,2,IT
22268,6,1,IT
22281,8,2,IT
22294,7,1,IT
22302,8,2,IT
22311,7,2,IT
22314,1,2,IT
22315,9,2,IT
22318,5,1,IT
22319,9,2,IT
22323,8,2,IT
22324,7,1,IT
22335,6,2,IT
22345,9,2,IT
22346,9,1,IT
22357,5,2,IT
22366,6,2,IT
22370,7,2,IT
22375,NA,2,IT
22390,6,1,IT
22393,6,2,IT
22398,8,2,IT
22399,9,1,IT
22401,7,1,IT
22415,7,2,IT
22416,5,1,IT
22424,9,2,IT
22428,7,1,IT
22434,7,2,IT
22435,9,1,IT
22438,7,2,IT
22455,6,1,IT
22456,8,2,IT
22457,7,2,IT
22461,5,1,IT
22467,10,2,IT
22474,10,1,IT
22490,6,1,IT
22497,8,2,IT
22508,5,2,IT
22509,8,2,IT
22512,3,1,IT
22519,9,2,IT
22521,6,2,IT
22526,7,1,IT
22527,7,2,IT
22529,5,2,IT
22539,4,2,IT
22542,6,1,IT
22545,10,2,IT
22551,8,1,IT
22552,7,1,IT
22556,7,2,IT
22558,NA,2,IT
22566,6,2,IT
22567,7,1,IT
22595,8,2,IT
22601,7,1,IT
22604,8,2,IT
22613,8,2,IT
22616,8,1,IT
22623,4,2,IT
22632,7,2,IT
22636,4,2,IT
22637,NA,2,IT
22644,8,2,IT
22649,9,2,IT
22651,8,2,IT
22654,8,2,IT
22658,7,2,IT
22665,8,2,IT
22673,5,1,IT
22676,7,2,IT
22683,5,2,IT
22685,10,2,IT
22687,6,1,IT
22716,5,1,IT
22719,6,1,IT
22720,5,1,IT
22731,9,1,IT
22738,6,2,IT
22748,7,2,IT
22751,9,1,IT
22760,8,2,IT
22762,7,1,IT
22792,8,1,IT
22794,7,2,IT
22797,9,1,IT
22799,9,1,IT
22803,7,2,IT
22810,8,1,IT
22811,9,2,IT
22825,8,1,IT
22843,8,1,IT
22844,5,1,IT
22856,7,1,IT
22858,9,1,IT
22860,10,1,IT
22868,7,1,IT
22884,5,2,IT
22886,3,1,IT
22887,8,1,IT
22898,9,2,IT
22907,7,2,IT
22909,10,2,IT
22916,8,2,IT
22941,3,2,IT
22944,8,2,IT
22946,8,1,IT
22958,1,2,IT
22966,7,2,IT
22969,3,1,IT
22973,9,2,IT
22976,3,2,IT
22979,7,2,IT
22983,10,1,IT
22991,7,2,IT
23001,7,2,IT
23008,7,2,IT
23009,7,2,IT
23016,8,2,IT
23021,8,1,IT
23023,6,2,IT
23024,0,2,IT
23041,8,1,IT
23046,9,1,IT
23047,8,1,IT
23048,NA,1,IT
23050,7,2,IT
23058,6,1,IT
23059,5,1,IT
23065,6,1,IT
23066,NA,2,IT
23078,8,1,IT
23084,8,2,IT
23085,3,1,IT
23090,5,2,IT
23091,10,2,IT
23103,NA,2,IT
23117,NA,2,IT
23127,9,1,IT
23135,7,1,IT
23141,3,2,IT
23154,10,1,IT
23155,9,1,IT
23188,NA,2,IT
23198,8,1,IT
23203,3,1,IT
23210,7,1,IT
23219,6,1,IT
23222,8,1,IT
23234,8,1,IT
23244,6,1,IT
23247,7,2,IT
23263,7,1,IT
23265,8,2,IT
23270,8,2,IT
23277,7,1,IT
23285,5,1,IT
23289,7,2,IT
23290,8,2,IT
23296,7,2,IT
23302,NA,1,IT
23306,6,1,IT
23307,7,2,IT
23309,5,2,IT
23317,NA,2,IT
23320,6,1,IT
23324,8,2,IT
23327,7,2,IT
23329,8,1,IT
23332,9,1,IT
23341,8,2,IT
23342,8,1,IT
23343,9,2,IT
23344,8,2,IT
23349,7,2,IT
23351,7,1,IT
23368,7,1,IT
23370,7,2,IT
23371,6,1,IT
23383,8,2,IT
23399,NA,1,IT
23400,10,2,IT
23402,9,1,IT
23411,8,1,IT
23425,9,1,IT
23436,8,1,IT
23444,6,2,IT
23446,7,2,IT
23448,6,1,IT
23455,7,1,IT
23459,2,1,IT
23470,7,1,IT
23472,NA,1,IT
23478,4,1,IT
23484,7,1,IT
23488,6,2,IT
23493,5,1,IT
23498,6,1,IT
23504,6,1,IT
23505,7,2,IT
23506,5,1,IT
23518,4,2,IT
23526,7,1,IT
23531,8,1,IT
23536,4,2,IT
23538,9,2,IT
23539,6,2,IT
23550,7,2,IT
23562,7,2,IT
23567,3,1,IT
23572,7,2,IT
23590,6,2,IT
23625,4,1,IT
23630,7,2,IT
23643,7,2,IT
23649,8,2,IT
23650,6,1,IT
23651,6,1,IT
23653,7,2,IT
23657,7,1,IT
23660,7,2,IT
23663,8,2,IT
23681,7,1,IT
23704,5,2,IT
23718,6,2,IT
23721,6,1,IT
23726,7,2,IT
23730,8,1,IT
23732,8,2,IT
23734,6,1,IT
23739,9,1,IT
