idno,stflife,gndr,cntry
18891,4,2,BG
18897,3,2,BG
18900,10,2,BG
18913,10,2,BG
18914,9,1,BG
18918,0,1,BG
18919,5,1,BG
18921,8,2,BG
18923,9,2,BG
18926,5,2,BG
18928,5,2,BG
18943,2,1,BG
18951,7,1,BG
18952,5,2,BG
18953,7,2,BG
18958,8,1,BG
18961,5,2,BG
18964,5,1,BG
18977,0,1,BG
18979,8,1,BG
18984,7,2,BG
19002,5,2,BG
19007,6,1,BG
19018,7,1,BG
19019,8,1,BG
19029,9,2,BG
19031,5,1,BG
19032,6,2,BG
19038,6,2,BG
19039,9,1,BG
19040,7,2,BG
19042,8,1,BG
19044,5,1,BG
19051,8,2,BG
19068,4,2,BG
19074,8,1,BG
19082,3,2,BG
19084,10,1,BG
19085,6,2,BG
19103,7,1,BG
19111,6,1,BG
19128,5,2,BG
19139,7,1,BG
19141,7,1,BG
19143,5,1,BG
19155,3,1,BG
19161,9,2,BG
19163,4,2,BG
19165,5,1,BG
19174,7,2,BG
19180,6,2,BG
19185,8,1,BG
19203,10,2,BG
19206,5,2,BG
19213,6,2,BG
19219,8,2,BG
19222,7,2,BG
19225,7,1,BG
19233,7,1,BG
19235,7,2,BG
19249,7,2,BG
19251,4,2,BG
19252,6,1,BG
19261,3,2,BG
19263,2,1,BG
19266,8,1,BG
19276,4,2,BG
19285,8,1,BG
19296,4,1,BG
19299,7,2,BG
19314,6,2,BG
19332,3,1,BG
19340,2,1,BG
19342,8,1,BG
19347,3,2,BG
19349,7,2,BG
19353,8,2,BG
19354,3,2,BG
19363,7,2,BG
19366,3,1,BG
19377,5,2,BG
19380,7,1,BG
19394,3,2,BG
19400,2,1,BG
19404,7,2,BG
19406,0,1,BG
19423,5,1,BG
19433,6,2,BG
19444,6,1,BG
19446,6,2,BG
19451,7,2,BG
19452,6,1,BG
19456,9,1,BG
19463,7,1,BG
19464,8,2,BG
19471,2,1,BG
19490,5,2,BG
19491,6,1,BG
19493,7,1,BG
19502,3,2,BG
19511,10,1,BG
19519,7,1,BG
19545,10,1,BG
19552,3,2,BG
19555,5,1,BG
19561,0,1,BG
19580,6,2,BG
19585,7,2,BG
19589,7,2,BG
19590,4,2,BG
19597,3,1,BG
19600,10,2,BG
19606,6,2,BG
19610,7,2,BG
19613,2,1,BG
19615,6,2,BG
19618,5,2,BG
19620,7,1,BG
19624,0,1,BG
19644,8,1,BG
19650,6,1,BG
19652,5,2,BG
19666,0,1,BG
19678,6,2,BG
19682,7,1,BG
19705,7,1,BG
19711,9,1,BG
19713,9,1,BG
19719,10,2,BG
19722,5,2,BG
19726,5,1,BG
19750,5,1,BG
19757,10,2,BG
19764,8,2,BG
19766,3,2,BG
19781,7,1,BG
19789,4,1,BG
19795,5,2,BG
19796,10,2,BG
19797,8,1,BG
19798,7,2,BG
19804,2,1,BG
19814,5,2,BG
19824,8,1,BG
19832,10,1,BG
19833,3,2,BG
19839,4,2,BG
19847,7,2,BG
19850,5,2,BG
19873,5,1,BG
19874,8,2,BG
19876,9,2,BG
19879,7,2,BG
19884,5,2,BG
19888,6,2,BG
19901,2,2,BG
19907,7,2,BG
19934,8,1,BG
19939,5,2,BG
19949,5,2,BG
19950,6,1,BG
19970,7,2,BG
19980,3,2,BG
19984,8,1,BG
19985,8,2,BG
20013,5,2,BG
20017,10,2,BG
20030,4,2,BG
20046,0,1,BG
20056,1,1,BG
20061,7,2,BG
20074,5,2,BG
20078,6,2,BG
20080,6,2,BG
20082,8,1,BG
20086,7,1,BG
20088,2,2,BG
20089,3,1,BG
20093,10,2,BG
20098,9,2,BG
20106,5,2,BG
20110,6,2,BG
20113,7,2,BG
20115,10,1,BG
20134,5,2,BG
20147,0,1,BG
20154,8,2,BG
20158,2,1,BG
20162,0,1,BG
20175,5,1,BG
20181,9,1,BG
20192,3,2,BG
20195,4,2,BG
20198,NA,1,BG
20202,6,1,BG
20203,1,2,BG
20204,8,1,BG
20217,7,1,BG
20218,1,2,BG
20228,3,2,BG
20229,6,2,BG
20230,6,1,BG
20239,6,2,BG
20241,10,2,BG
20247,8,2,BG
20248,6,2,BG
20256,2,2,BG
20257,10,2,BG
20265,8,1,BG
20271,8,2,BG
20272,7,2,BG
20275,5,1,BG
20277,7,2,BG
20289,5,1,BG
20294,7,2,BG
20329,5,1,BG
20333,8,2,BG
20334,3,1,BG
20336,7,2,BG
20340,3,1,BG
20342,8,1,BG
20343,7,1,BG
20361,5,2,BG
20383,10,2,BG
20386,3,1,BG
20388,7,1,BG
20390,10,1,BG
20391,8,1,BG
20394,3,2,BG
20402,7,1,BG
20420,5,1,BG
20431,8,2,BG
20436,3,2,BG
20440,7,2,BG
20466,7,1,BG
20469,10,2,BG
20479,1,2,BG
20493,5,2,BG
20496,7,2,BG
20498,8,2,BG
20501,7,1,BG
20502,10,2,BG
20504,9,2,BG
20514,1,2,BG
20530,5,1,BG
20535,7,1,BG
20537,7,1,BG
20543,4,1,BG
20549,5,1,BG
20555,8,1,BG
20557,8,2,BG
20560,5,1,BG
20565,6,1,BG
20572,3,2,BG
20581,6,1,BG
20582,6,2,BG
20583,5,2,BG
20589,10,2,BG
20600,10,1,BG
20618,4,2,BG
20625,3,1,BG
20627,7,2,BG
20628,8,1,BG
20644,5,1,BG
20649,8,2,BG
20651,9,2,BG
20661,8,2,BG
20667,6,1,BG
20673,7,1,BG
20686,5,1,BG
20691,6,1,BG
20693,5,1,BG
20696,6,2,BG
20708,7,2,BG
20712,5,2,BG
20713,7,2,BG
20717,6,2,BG
20727,4,1,BG
20729,8,2,BG
20734,7,1,BG
20742,8,2,BG
20743,10,1,BG
20744,5,1,BG
20759,8,2,BG
20767,7,1,BG
20771,4,2,BG
20779,3,1,BG
20786,2,2,BG
20790,4,1,BG
20792,7,1,BG
20795,5,1,BG
20807,8,2,BG
20809,8,1,BG
20838,8,2,BG
20848,10,1,BG
20855,5,2,BG
20857,7,2,BG
20858,5,2,BG
20859,8,2,BG
20861,8,2,BG
20863,6,2,BG
20870,6,2,BG
20874,8,1,BG
20884,6,1,BG
20888,7,1,BG
20889,5,2,BG
20904,6,1,BG
20915,1,1,BG
20922,0,1,BG
20925,8,2,BG
20943,7,1,BG
20958,3,1,BG
20961,10,2,BG
20962,10,2,BG
21001,1,2,BG
21005,4,2,BG
21012,5,2,BG
21017,4,2,BG
21019,7,1,BG
21020,6,2,BG
21021,2,2,BG
21055,3,2,BG
21061,6,1,BG
21082,7,2,BG
21090,8,2,BG
21091,8,2,BG
21094,7,1,BG
21095,8,1,BG
21125,3,2,BG
21140,5,1,BG
21147,5,1,BG
21150,6,1,BG
21152,5,1,BG
21153,0,2,BG
21162,3,1,BG
21166,8,2,BG
21167,7,2,BG
21179,5,2,BG
21186,10,2,BG
21189,5,1,BG
21191,9,2,BG
21195,1,1,BG
21205,10,1,BG
21215,2,1,BG
21223,9,2,BG
21226,7,2,BG
21232,0,2,BG
21235,8,2,BG
21236,9,2,BG
21238,6,2,BG
21244,7,2,BG
21246,5,2,BG
21248,10,1,BG
21249,0,1,BG
21260,7,2,BG
21264,1,2,BG
21271,3,1,BG
21276,3,1,BG
21278,7,2,BG
21294,7,2,BG
21318,8,2,BG
21326,3,1,BG
21336,10,1,BG
21338,7,1,BG
21350,2,2,BG
21357,7,1,BG
21368,7,2,BG
21369,8,2,BG
21372,8,2,BG
21374,5,2,BG
21376,6,1,BG
21382,9,2,BG
21384,6,2,BG
21386,3,1,BG
21392,3,1,BG
21393,5,2,BG
21406,9,2,BG
21412,0,2,BG
21417,6,1,BG
21419,9,2,BG
21425,9,2,BG
21434,4,1,BG
21438,4,2,BG
21456,8,1,BG
21471,9,1,BG
21479,7,1,BG
21492,3,2,BG
21501,8,1,BG
21508,3,1,BG
21522,5,1,BG
21525,4,2,BG
21531,4,1,BG
21534,6,1,BG
21535,7,1,BG
21540,5,1,BG
21553,3,2,BG
21560,7,1,BG
21564,7,1,BG
21570,8,2,BG
21574,10,1,BG
21575,8,1,BG
21578,6,2,BG
21579,5,1,BG
21581,7,2,BG
21582,5,2,BG
21586,8,2,BG
21590,5,2,BG
21596,7,2,BG
21609,6,2,BG
21613,10,1,BG
21616,7,1,BG
21630,8,2,BG
21633,2,1,BG
21660,8,2,BG
21674,0,2,BG
21676,4,1,BG
21688,7,1,BG
21699,5,2,BG
21713,4,1,BG
21742,0,1,BG
21748,8,2,BG
21750,8,1,BG
21751,3,2,BG
21752,6,1,BG
21756,8,2,BG
21762,10,2,BG
21763,7,2,BG
21772,6,1,BG
21788,3,2,BG
21791,5,2,BG
21793,4,1,BG
21795,7,1,BG
21797,5,2,BG
21802,8,2,BG
21804,9,2,BG
21828,8,1,BG
21850,7,1,BG
21861,7,2,BG
21862,8,1,BG
21872,5,2,BG
21879,6,2,BG
21886,5,2,BG
21891,4,2,BG
21898,6,2,BG
21899,4,1,BG
21905,7,1,BG
21908,5,2,BG
21933,7,1,BG
21934,5,1,BG
21938,0,2,BG
21942,9,2,BG
21950,5,1,BG
21955,8,1,BG
21967,5,2,BG
21978,2,2,BG
21981,8,2,BG
21987,3,1,BG
21992,10,1,BG
21995,5,2,BG
22016,6,1,BG
22022,5,2,BG
22032,3,1,BG
22043,10,2,BG
22044,8,1,BG
22056,2,2,BG
22069,6,2,BG
22076,7,1,BG
22096,3,1,BG
22097,8,2,BG
22120,4,1,BG
22132,9,1,BG
22157,7,1,BG
22173,1,1,BG
22176,4,1,BG
22178,6,2,BG
22187,7,1,BG
22201,6,2,BG
22202,4,1,BG
22207,8,2,BG
22217,9,1,BG
22218,5,1,BG
22228,10,1,BG
22237,5,2,BG
22238,8,2,BG
22242,7,2,BG
22243,5,1,BG
22244,5,1,BG
22249,7,1,BG
22250,6,1,BG
22253,5,2,BG
22263,3,1,BG
22281,5,2,BG
22286,3,2,BG
22294,5,2,BG
22295,6,2,BG
22311,5,2,BG
22314,9,2,BG
22315,4,1,BG
22316,2,1,BG
22318,8,1,BG
22323,7,1,BG
22324,8,1,BG
22337,4,2,BG
22346,8,2,BG
22353,6,2,BG
22357,7,1,BG
22375,8,1,BG
22378,3,2,BG
22390,8,1,BG
22415,7,2,BG
22418,5,2,BG
22425,8,2,BG
22426,7,1,BG
22428,9,1,BG
22432,6,1,BG
22458,6,2,BG
22459,8,1,BG
22460,8,1,BG
22466,2,1,BG
22467,8,1,BG
22472,7,1,BG
22481,7,2,BG
22486,7,1,BG
22503,6,1,BG
22519,7,2,BG
22521,7,1,BG
22527,7,1,BG
22529,2,1,BG
22539,6,2,BG
22552,6,1,BG
22556,4,2,BG
22561,5,2,BG
22566,8,2,BG
22571,8,1,BG
22588,5,2,BG
22591,9,2,BG
22601,2,1,BG
22604,10,1,BG
22607,5,2,BG
22613,0,1,BG
22616,8,2,BG
22626,4,2,BG
22632,7,2,BG
22633,5,2,BG
22636,8,1,BG
22637,5,1,BG
22638,8,2,BG
22644,8,1,BG
22651,0,1,BG
22658,8,1,BG
22665,6,2,BG
22666,3,1,BG
22682,6,2,BG
22683,9,1,BG
22685,0,2,BG
22686,8,1,BG
22707,1,1,BG
22716,3,2,BG
22720,8,1,BG
22728,6,2,BG
22736,6,2,BG
22748,8,2,BG
22760,10,2,BG
22771,5,2,BG
22797,8,2,BG
22810,8,2,BG
22811,3,2,BG
22819,8,2,BG
22820,10,2,BG
22830,NA,2,BG
22839,5,2,BG
22844,6,2,BG
22845,5,2,BG
22848,5,1,BG
22852,6,2,BG
22856,10,1,BG
22858,6,2,BG
22873,7,2,BG
22883,6,1,BG
22886,4,2,BG
22889,0,1,BG
22892,10,2,BG
22898,8,1,BG
22901,3,2,BG
22911,5,2,BG
22926,4,2,BG
22937,7,2,BG
22939,10,1,BG
22941,1,1,BG
22945,0,1,BG
22946,10,1,BG
22949,9,2,BG
22958,3,2,BG
22959,5,2,BG
22962,5,2,BG
22966,8,2,BG
22969,3,2,BG
22976,5,1,BG
23001,8,1,BG
23003,5,2,BG
23009,7,2,BG
23016,3,2,BG
23021,8,2,BG
23027,8,1,BG
23029,7,1,BG
23035,6,2,BG
23041,8,2,BG
23046,6,1,BG
23047,4,2,BG
23058,4,1,BG
23065,5,1,BG
23066,7,2,BG
23074,6,2,BG
23076,5,2,BG
23084,8,1,BG
23085,5,1,BG
23087,5,2,BG
23088,4,1,BG
23100,2,2,BG
23103,9,1,BG
23127,5,1,BG
23135,7,1,BG
23137,3,2,BG
23140,5,1,BG
23141,3,1,BG
23145,2,1,BG
23155,8,1,BG
23168,3,1,BG
23184,6,2,BG
23194,5,2,BG
23198,10,2,BG
23203,5,1,BG
23204,10,2,BG
23210,5,1,BG
23212,9,2,BG
23219,5,2,BG
23242,7,1,BG
23245,8,2,BG
23247,5,2,BG
23248,3,2,BG
23257,7,1,BG
23263,8,2,BG
23265,9,1,BG
23270,5,1,BG
23281,0,1,BG
23285,4,2,BG
23289,7,2,BG
23290,9,1,BG
23295,0,2,BG
23296,10,1,BG
23302,6,2,BG
23303,4,1,BG
23304,5,1,BG
23307,3,1,BG
23324,7,2,BG
23325,6,2,BG
23327,5,2,BG
23330,9,2,BG
23332,5,2,BG
23334,7,1,BG
23342,3,2,BG
23351,10,1,BG
23354,5,2,BG
23355,8,2,BG
23368,8,2,BG
23371,6,2,BG
23373,7,1,BG
23383,9,2,BG
23387,8,2,BG
23399,10,2,BG
23402,7,1,BG
23419,4,1,BG
23422,6,1,BG
23426,4,2,BG
23433,6,1,BG
23437,5,1,BG
23443,6,1,BG
23444,9,1,BG
23445,7,1,BG
23455,7,2,BG
23458,4,1,BG
23459,5,2,BG
23478,8,1,BG
23479,7,1,BG
23488,8,2,BG
23493,3,2,BG
23498,3,2,BG
23505,2,2,BG
23506,5,2,BG
23518,9,2,BG
23520,6,2,BG
23531,8,2,BG
23536,6,2,BG
23538,8,2,BG
23550,5,2,BG
23562,8,2,BG
23575,3,2,BG
23580,6,2,BG
23584,5,1,BG
23594,8,1,BG
23609,7,2,BG
23612,9,1,BG
23625,3,1,BG
23630,6,2,BG
23631,6,2,BG
23633,7,1,BG
23639,5,2,BG
23640,5,2,BG
23648,5,1,BG
23653,7,2,BG
23657,5,2,BG
23663,8,2,BG
23664,6,1,BG
23681,7,1,BG
23694,10,1,BG
23706,10,1,BG
23707,8,1,BG
23710,5,2,BG
23713,5,2,BG
23717,10,2,BG
23726,4,2,BG
23730,5,1,BG
23734,8,1,BG
23742,4,2,BG
23752,7,2,BG
23754,5,1,BG
23773,8,2,BG
23796,5,2,BG
23814,10,2,BG
23818,10,1,BG
23849,7,2,BG
23862,8,2,BG
23869,8,2,BG
23871,2,2,BG
23880,8,1,BG
23889,4,2,BG
23891,5,1,BG
23902,7,2,BG
23903,8,1,BG
23908,5,1,BG
23918,NA,1,BG
23924,5,2,BG
23945,9,2,BG
23978,8,2,BG
23980,5,1,BG
23995,8,1,BG
23997,6,2,BG
24007,9,1,BG
24013,5,1,BG
24019,10,1,BG
24032,8,1,BG
24034,8,1,BG
24039,6,2,BG
24041,5,2,BG
24042,9,2,BG
24045,6,2,BG
24055,1,2,BG
24057,10,1,BG
24064,4,2,BG
24065,7,2,BG
24066,2,2,BG
24071,4,1,BG
24074,9,2,BG
24076,8,1,BG
24080,7,1,BG
24082,7,1,BG
24083,8,2,BG
24097,5,2,BG
24103,3,1,BG
24111,2,2,BG
24127,7,1,BG
24132,10,1,BG
24138,7,1,BG
24151,5,2,BG
24161,10,2,BG
24162,8,2,BG
24170,6,1,BG
24186,0,2,BG
24196,7,2,BG
24199,9,1,BG
24207,8,1,BG
24213,7,2,BG
24221,5,1,BG
24227,5,2,BG
24239,9,1,BG
24250,5,2,BG
24251,7,1,BG
24257,7,1,BG
24281,9,2,BG
24309,5,1,BG
24317,8,1,BG
24320,5,1,BG
24321,0,1,BG
24322,7,1,BG
24331,5,2,BG
24333,6,2,BG
24343,5,2,BG
24348,7,2,BG
24351,5,1,BG
24352,1,2,BG
24365,5,1,BG
24372,5,2,BG
24375,8,1,BG
24377,1,1,BG
24379,8,2,BG
24380,6,1,BG
24382,8,2,BG
24394,5,2,BG
24403,6,1,BG
24447,7,2,BG
24448,7,1,BG
24454,8,2,BG
24464,5,1,BG
24469,10,1,BG
24476,8,1,BG
24492,7,1,BG
24495,7,1,BG
24496,8,2,BG
24508,5,1,BG
24514,7,2,BG
24517,6,1,BG
24532,5,1,BG
24533,7,1,BG
24553,5,1,BG
24580,5,2,BG
24583,5,2,BG
24584,7,2,BG
24589,5,2,BG
24605,4,2,BG
24607,7,2,BG
24612,3,1,BG
24615,8,2,BG
24624,2,2,BG
24638,8,2,BG
24643,5,2,BG
24652,9,1,BG
24654,2,2,BG
24692,2,2,BG
24695,4,1,BG
24706,6,2,BG
24718,6,2,BG
24723,7,1,BG
24724,7,2,BG
24737,10,2,BG
24757,6,2,BG
24761,8,1,BG
24762,8,2,BG
24774,3,1,BG
24792,7,2,BG
24796,7,1,BG
24803,8,1,BG
24806,10,2,BG
24813,9,2,BG
24819,5,1,BG
24821,8,2,BG
24828,7,1,BG
24832,5,2,BG
24833,8,2,BG
24838,3,2,BG
24843,5,1,BG
24846,10,1,BG
24847,5,1,BG
24849,7,1,BG
24852,7,1,BG
24854,8,2,BG
24866,8,2,BG
24868,3,1,BG
24881,10,2,BG
24889,8,1,BG
24894,8,2,BG
24895,10,2,BG
24897,5,2,BG
24901,5,2,BG
24916,NA,2,BG
24917,1,2,BG
24919,5,1,BG
24926,10,2,BG
24927,8,2,BG
24936,6,1,BG
24938,6,2,BG
24951,1,1,BG
24952,6,1,BG
24961,7,2,BG
24962,5,2,BG
24963,5,2,BG
24967,10,2,BG
24977,5,2,BG
24983,7,1,BG
24987,6,2,BG
24993,9,2,BG
25006,8,2,BG
25009,1,1,BG
25011,5,1,BG
25016,5,2,BG
25018,5,2,BG
25024,7,2,BG
25029,6,2,BG
25031,6,2,BG
25032,8,2,BG
25033,10,1,BG
25048,6,2,BG
25056,9,2,BG
25058,5,2,BG
25065,5,1,BG
25070,5,2,BG
25073,7,1,BG
25085,5,2,BG
25088,7,2,BG
25093,5,1,BG
25103,7,2,BG
25107,2,1,BG
25113,5,2,BG
25123,5,1,BG
25128,7,1,BG
25130,2,1,BG
25132,6,2,BG
25140,5,2,BG
25147,4,1,BG
25162,8,2,BG
25184,1,1,BG
25199,7,2,BG
25202,8,1,BG
25205,10,1,BG
25206,5,2,BG
25213,7,2,BG
25214,7,1,BG
25217,3,1,BG
25224,5,1,BG
25227,5,2,BG
25229,3,2,BG
25232,4,2,BG
25240,0,1,BG
25265,0,2,BG
25273,10,1,BG
25279,8,1,BG
25295,10,2,BG
25296,5,2,BG
25305,1,2,BG
25308,2,2,BG
25317,7,2,BG
25326,0,1,BG
25330,5,2,BG
25331,6,2,BG
25334,3,2,BG
25344,4,2,BG
25353,8,2,BG
25362,7,1,BG
25395,0,2,BG
25409,8,1,BG
25418,8,1,BG
25419,7,2,BG
25420,3,2,BG
25421,7,2,BG
25422,5,2,BG
25424,6,1,BG
25425,0,1,BG
25429,4,2,BG
25437,6,2,BG
25452,5,2,BG
25457,4,1,BG
25470,3,1,BG
25476,2,2,BG
25481,5,1,BG
25493,3,1,BG
25495,8,1,BG
25497,7,1,BG
25512,7,1,BG
25516,3,2,BG
25517,8,2,BG
25519,8,2,BG
25522,8,1,BG
25527,7,1,BG
25535,7,1,BG
25537,8,2,BG
25540,6,2,BG
25546,8,1,BG
25549,7,2,BG
25552,8,2,BG
25553,8,1,BG
25555,5,2,BG
25562,8,1,BG
25573,10,2,BG
25577,7,2,BG
25581,7,2,BG
25583,6,1,BG
25584,5,2,BG
25586,2,2,BG
25597,10,1,BG
25613,8,2,BG
25617,5,2,BG
25633,10,2,BG
25634,5,2,BG
25654,10,1,BG
25670,5,2,BG
25677,7,2,BG
25678,7,1,BG
25684,4,2,BG
25687,9,1,BG
25697,7,1,BG
25699,3,1,BG
25705,10,2,BG
25707,5,1,BG
25721,8,1,BG
25737,7,1,BG
25744,7,1,BG
25746,5,2,BG
25752,8,2,BG
25757,10,2,BG
25762,6,1,BG
25764,10,1,BG
25765,7,1,BG
25769,10,1,BG
25776,7,2,BG
25780,8,1,BG
25782,7,1,BG
25798,2,2,BG
25802,3,1,BG
25807,7,2,BG
25810,6,2,BG
25812,3,1,BG
25820,8,2,BG
25822,9,2,BG
25824,8,1,BG
25825,NA,1,BG
25826,8,2,BG
25833,5,1,BG
25838,6,2,BG
25845,4,2,BG
25861,9,1,BG
25864,10,1,BG
25869,3,1,BG
25873,0,1,BG
25878,9,2,BG
25893,7,1,BG
25905,7,1,BG
25908,4,2,BG
25915,6,1,BG
25918,5,1,BG
25922,0,1,BG
25932,5,1,BG
25950,5,2,BG
25953,4,1,BG
25959,5,2,BG
25964,3,1,BG
25965,6,2,BG
25973,3,2,BG
26005,7,1,BG
26014,NA,2,BG
26028,10,2,BG
26030,10,2,BG
26034,9,2,BG
26035,8,1,BG
26056,7,2,BG
26061,6,1,BG
26071,9,1,BG
26072,8,2,BG
26078,6,2,BG
26080,9,2,BG
26082,3,1,BG
26085,3,1,BG
26088,7,1,BG
26095,9,1,BG
26106,5,2,BG
26112,8,2,BG
26114,8,2,BG
26119,3,2,BG
26125,5,1,BG
26135,6,2,BG
26141,5,1,BG
26142,7,2,BG
26144,5,1,BG
26146,4,2,BG
26155,5,2,BG
26174,3,1,BG
26176,6,1,BG
26203,5,2,BG
26204,8,2,BG
26216,3,2,BG
26225,9,1,BG
26239,10,1,BG
26240,3,1,BG
26248,6,2,BG
26256,7,1,BG
26258,0,2,BG
26263,4,2,BG
26272,7,1,BG
26275,5,2,BG
26285,3,2,BG
26292,9,2,BG
26297,5,2,BG
26302,6,2,BG
26304,5,1,BG
26316,6,1,BG
26322,7,2,BG
26330,6,2,BG
26337,7,1,BG
26340,5,2,BG
26344,7,1,BG
26346,5,2,BG
26351,7,1,BG
26369,5,1,BG
26372,10,2,BG
26382,5,1,BG
26392,5,2,BG
26408,9,1,BG
26413,7,1,BG
26416,7,1,BG
26422,4,1,BG
26426,10,1,BG
26448,7,1,BG
26460,6,2,BG
26468,2,1,BG
26469,8,1,BG
26472,5,1,BG
26493,9,2,BG
26506,6,2,BG
26507,8,1,BG
26512,4,2,BG
26515,7,2,BG
26519,9,1,BG
26558,8,1,BG
26559,10,2,BG
26579,4,2,BG
26585,10,2,BG
26588,5,1,BG
26590,7,1,BG
26594,5,2,BG
26599,2,2,BG
26606,6,2,BG
26612,9,1,BG
26613,8,2,BG
26616,5,2,BG
26633,NA,1,BG
26634,6,2,BG
26643,7,1,BG
26657,7,2,BG
26672,9,1,BG
26674,7,1,BG
26682,4,1,BG
26683,10,1,BG
26684,0,1,BG
26693,8,1,BG
26720,8,1,BG
26727,3,2,BG
26733,2,2,BG
26740,5,2,BG
26753,6,2,BG
26766,10,1,BG
26778,5,2,BG
26780,6,2,BG
26787,5,1,BG
26795,8,2,BG
26810,5,1,BG
26812,8,1,BG
26823,8,1,BG
26835,6,2,BG
26837,10,1,BG
26876,2,1,BG
26892,8,2,BG
26898,2,1,BG
26920,8,1,BG
26930,8,1,BG
26931,5,2,BG
26934,1,2,BG
26941,5,2,BG
26942,10,2,BG
26956,6,2,BG
26961,7,2,BG
26965,5,2,BG
26971,7,2,BG
26973,5,1,BG
26978,7,2,BG
26981,9,2,BG
26987,5,2,BG
26991,6,2,BG
26996,7,1,BG
26999,9,2,BG
27001,6,1,BG
27011,3,2,BG
27015,8,2,BG
27025,7,2,BG
27030,6,1,BG
27031,2,2,BG
27032,7,2,BG
27038,10,1,BG
27043,5,1,BG
27046,10,1,BG
27049,10,1,BG
27051,7,2,BG
27054,2,2,BG
27070,7,2,BG
27077,5,2,BG
27085,10,2,BG
27086,10,1,BG
27088,5,1,BG
27097,5,1,BG
27098,4,2,BG
27104,7,1,BG
27107,4,1,BG
27114,8,2,BG
27119,4,2,BG
27132,1,1,BG
27143,6,2,BG
27153,7,1,BG
27155,7,1,BG
27169,0,2,BG
27170,NA,1,BG
27181,6,1,BG
27184,7,1,BG
27188,6,2,BG
27205,7,2,BG
27215,3,2,BG
27219,8,1,BG
27223,9,1,BG
27229,5,1,BG
27231,8,1,BG
27235,9,1,BG
27249,5,1,BG
27253,2,1,BG
27265,8,2,BG
27266,9,2,BG
27273,7,1,BG
27275,6,2,BG
27277,8,2,BG
27281,8,1,BG
27286,7,1,BG
27290,10,2,BG
27307,7,2,BG
27310,4,2,BG
27313,7,1,BG
27325,7,1,BG
27331,3,2,BG
27340,0,2,BG
27344,8,1,BG
27349,7,2,BG
27351,10,1,BG
27352,3,1,BG
27353,10,2,BG
27361,8,1,BG
27365,9,2,BG
27367,7,1,BG
27369,10,2,BG
27381,8,1,BG
27385,7,2,BG
27394,5,2,BG
27397,2,2,BG
27398,5,2,BG
27404,8,1,BG
27407,5,2,BG
27408,0,2,BG
27411,10,2,BG
27412,7,2,BG
27431,8,2,BG
27445,9,2,BG
27447,7,1,BG
27458,3,2,BG
27464,6,1,BG
27472,6,2,BG
27478,7,2,BG
27487,6,2,BG
27498,2,2,BG
27517,4,2,BG
27519,5,1,BG
27528,4,2,BG
27530,10,1,BG
27537,3,1,BG
27543,5,1,BG
27554,2,2,BG
27570,5,2,BG
27573,5,1,BG
27583,8,1,BG
27595,5,2,BG
27605,8,2,BG
27607,4,2,BG
27613,8,1,BG
27614,5,1,BG
27620,5,2,BG
27621,5,2,BG
27623,8,2,BG
27625,8,1,BG
27631,6,1,BG
27634,7,1,BG
27635,5,1,BG
27655,7,1,BG
27659,7,2,BG
27660,5,2,BG
27662,7,1,BG
27664,5,2,BG
27665,2,2,BG
27669,7,1,BG
27679,3,2,BG
27692,8,2,BG
27699,7,1,BG
27704,8,1,BG
27708,7,2,BG
27715,7,2,BG
27722,10,2,BG
27730,3,1,BG
27734,5,2,BG
27735,7,2,BG
27743,5,2,BG
27756,10,1,BG
27757,5,1,BG
27759,4,1,BG
27777,8,2,BG
27793,4,1,BG
27798,8,2,BG
27801,6,1,BG
27803,6,1,BG
27807,8,1,BG
27811,9,2,BG
27814,5,2,BG
27825,4,2,BG
27833,7,1,BG
27839,3,2,BG
27841,7,1,BG
27843,6,2,BG
27852,6,2,BG
27863,5,1,BG
27868,10,2,BG
27874,8,1,BG
27876,3,1,BG
27877,6,2,BG
27878,6,2,BG
27895,8,1,BG
27921,8,2,BG
27925,5,2,BG
27929,3,1,BG
10004,7,1,CH
10014,10,2,CH
10019,9,2,CH
10024,7,1,CH
10038,10,2,CH
10053,8,1,CH
10055,10,1,CH
10059,8,2,CH
10062,9,1,CH
10071,10,2,CH
10077,9,1,CH
10078,8,1,CH
10088,7,1,CH
10089,8,2,CH
10093,6,1,CH
10104,8,1,CH
10107,10,1,CH
10112,10,1,CH
10114,9,1,CH
10130,9,1,CH
10136,9,1,CH
10146,8,1,CH
10149,7,2,CH
10156,8,1,CH
10169,4,1,CH
10182,8,1,CH
10183,8,2,CH
10213,10,2,CH
10215,10,1,CH
10220,10,1,CH
10249,9,1,CH
10265,7,2,CH
10274,8,2,CH
10295,9,1,CH
10313,7,1,CH
10314,9,1,CH
10318,8,1,CH
10364,8,1,CH
10401,10,2,CH
10427,8,2,CH
10434,10,2,CH
10439,10,1,CH
10442,8,1,CH
10445,8,2,CH
10454,10,2,CH
10460,8,2,CH
10466,8,2,CH
10482,10,1,CH
10484,7,2,CH
10486,4,2,CH
10488,7,2,CH
10491,9,1,CH
10504,8,1,CH
10526,7,1,CH
10529,9,2,CH
10542,5,2,CH
10546,10,2,CH
10561,8,1,CH
10579,9,2,CH
10586,9,2,CH
10603,10,2,CH
10626,10,2,CH
10640,8,2,CH
10674,9,2,CH
10680,8,2,CH
10687,3,1,CH
10699,8,2,CH
10703,9,2,CH
10716,7,1,CH
